4137	Better Cursor Text Panel
2417	Better Hotbar 2
4597	Better Inventory UI (with Mark Books as Read support)
2256	Better Maps All-In-One
15831	Better Photo Mode
12413	Better Poison Equipment
16368	Better Potion of Everlasting Vigour
20755	Better Spellbook
3269	Better Target Info
6324	Better Tooltips
5291	Better Various Widgets
10963	Better end game caster Robe
17980	Better(SO much better)Dwarves
5894	Bhaal Deity (With Restored Cut Dialogue)
6499	Bhaal\'s Chosen
3810	Big Dwarven Beards
5452	Bladesong Garment
16436	Blood of Lathander Morningstar
21304	Bloodtrail - Path of Undeath Chapter 2
13727	Bonk Enhanced - Knocked Out Failsafe - Non-Lethal Attacks and Damage Overhaul
13899	Boo Dice
18568	Book Club With Gale
17722	Book of Druids - 5e Druid Subclasses (Nexus-Exclusive Version)
19717	Book of Rogues - 5e Rogue Subclasses
18653	Book of Wizards - 5e Wizard Subclasses (Nexus Version)
3444	Boring Dyes
12174	Brightest Star - A New Act 3 Romance Scene For Wyll (WCU)
17141	Bububull\'s Hairnet pack 01
9098	Bububull\'s hair pack 01
21257	CCC - Cat\'s Cleric Changes
14979	Call Your Companions
1879	Camp Event Notifications
17753	Camp Event Overhaul
22542	Cat\'s Boss Tweaks
17245	Cat\'s Library
16644	Cazador Redone - Vampire Lord of the Gate
14984	Celestial Fury -- Classic Weapons
14957	Champion fighter PHB 2024
19805	Character Preset Framework (CPF)
19466	Church of Bane\'s New Look
19449	Church of Bhaal\'s New Look
3584	Circle of Stormchasers Druid Subclass
15058	Circle of Winter Druid Subclass
17858	Circle of the Sea 2024 - Standalone
11252	Circle of the Spores Druid Damage Type Options
5075	Class Action Enhanced - Voice of the Circle
16384	Clawstep - Dragonborn female body - Digitigrade legs
23466	Clean My Hotbar By Doya Solutions
2811	Cloaks of Faerun
12558	College of Dance - Bard Subclass PHB2024 OneDnD 5e
15166	College of Tragedy Bard Subclass
9282	Combat Console Commands
5207	Combat Extender
17387	Combat Grouping by Proximity
6226	Common Actions Consolidated (and Bard Flourishes Consolidated)
16877	Companion Gale Can Consume Shadow Weave
4968	Companions Panel and Camp Chest Everywhere
1933	Compatibility Framework
17062	Compatibility Framework Patch for havsglimt\'s Subclasses
6996	Compatibility Framework Subclass Patches
15817	CompatibilityForOfficialClass (Patch 8)
11172	Configurable Party Limit
2861	Configurable movement speed - now for enemies too
20498	Conjuration School Enhanced
13458	Conjure Animals and Summon Beast Spells
22583	Container Loot Control
16140	Control Undead for Death Domain Cleric
14238	Corellon\'s Grace Rework with Corellon\'s Fist
10872	Corrosive Ring - Acid Build Core Item
17006	Counsellor Florrick Redone - Hand of the Archduke
12868	Crazy Color pack - Toolkit
22589	Crimson Hair Catalog Part 2
23257	Crimson Hair Catalog Part 3
13425	Critfisher Ring
19562	Cruel Sting Enhanced
10292	Crystal Crown - Gem Dragonborn CC pack
13316	Crystal Crown DMH - Gem Dragonborn CC
13329	Crystal Crown Pearl - Gem Dragonborn CC
13326	Crystal Crown Rathgor- Gem Dragonborn CC
13612	Crystal Crown Vexa - Gem Dragonborn CC
20687	Cunning Strike - Book of Rogues Compatibility Patch
8807	Customized Subclass Icons
13328	DMH Assets Pearl - Dragonborn CC
13726	DMH Assets Rathgor - Dark Urge Dragonborn CC
13534	DMH Assets Vexa - Dark Urge Dragonborn CC
21616	DRS Remover
15086	Dark Soar Wings - Dragonborn CC
7134	Dark Urge - Cannibalism
7650	Dark Urge All Origins
18740	Dark Urge Bhaalspawn Lineage
1750	Dark Urge Dice
15168	Darker Cazador\'s Palace
13877	Darker Shadowlands
13194	Darker Shar Temple
12237	Darker Underdark
5612	Database Cleaner
23572	Dawnbringer
15258	Degreaser 2.0 - new equipment and creature rebalances
4974	Demon Eyes - Eye Color Collection
13639	Destructive Wrath adjusted timing
8224	Dialogue Voice Quality Restoration (DVQR)
17561	Dialogue and Reactivity Tags (DART) Framework
14049	Dirty Fighting Feat
17933	Disable Reset Tutorials Popup
8154	Disastrous Dyes
4960	Dispel Magic (ENG-ITA)
17976	Display Status Immunities
20199	Distinctive Arrows of Slaying
4003	Distinctive Dyes
18881	DnD 5R Pact of the Chain Warlock
13563	Draconic Bloodline Expanded
10686	Draconic Scales - Color Expansion
3235	Dragonborn - Stronger Breath Weapon
12876	Dragonborn Extra Tabs - Horns and Hair - Toolkit
19555	Dragonborn Hatchlings - Children of the Gate
556	Dragonborn and Dragonbreath Unleashed
18507	Dror Aggrn\'t - No more hostile goblin camp
13098	Druid PHB2024 - Speak With Animals Always-Prepared
12286	Druid Wild Companion - Find Familiar for Druids (plus Flock of Familiars)
1148	Druid Wild Shape Overhaul
20345	Drunken Humming
1304	Dual Wielding Master
17680	Duellist\'s Prerogative Overhaul
13315	Durge\'s Horns - Dark Urge Dragonborn CC
9702	Durge\'s manged head - Dragonborn CC pack
11768	Dye Support for Shields
3878	Dyes of Faerun
21884	Dynamic Camp Supply Cost
23013	Dynamic Difficulty Scaling
22290	Dynamic Enemy Encounters
2668	Dynamic Sidebar
16830	Early Access Scenes Restored
9827	EasyCheat with in-game UI (MCM)(SE)
3939	Echo Knight Fighter Subclass
15357	Eldritch Domain Cleric Subclass
11807	Eldritch Knight Plus - NEW Passives and Rebalancing and MORE
11966	Eldritch Knight Spellcasting Modifier UI BUGFIX
4741	Elemental Power - Playable Genasi
5838	Elixir Rebalance - Giant Strength and Battlemage Only
10073	Elixirs Revised
18712	Elledwyn Accessories with physics
19148	Elminster Eats All Your Cheese
5099	Em\'s Custom Hair Pack 1
5611	Em\'s Custom Hair Pack 2
23610	Embrace Shart - Hug Shadowheart in Act 2
13594	Encounters Enhanced
11063	Encounters Overhaul Addon - 5e Spells
23488	Endgame Lae\'zel has Githyanki egg
18300	Enemy of Justice Fuckoff
13310	Enweaved Feat
18945	Epilogue Letter Bug Fixes - Aylin Isobel and Kagha
14626	Epilogue bug fixes
5623	Essential Feats
9826	Even More Heads by Koralina
17520	Evil Snail\'s Fashion
279	Expansion (Bladesinger Only)
1774	Extra Dyes for the Fashionable Folk of Faerun
3483	Extra Gear
7273	Extra Heads
15393	Extra Shields (Updated)
17683	Eye Deal
20745	Fade\'s Assorted Treasure Expansion - FATE
13824	Fade\'s Equipment Distribution (FED)
16328	Fade\'s Equipment Distribution AIO
1512	Faithful and Faithless - No Mandatory Choice of God
1561	Faster Rolls Quartered
12325	Father\'s Gift Improved - Power Word Kill Long Rest
9369	Favored Soul - Sorcerer Subclass
15044	Feats Overhaul
13195	Features from DnD 5E Spelljammer
19272	Feline Fiendish - Cambion eye replacer
17275	Female Drider Head
9097	Feywild Eyes - Eye Color Collection
15282	Firestarter - Karlach Romance Overhaul
16578	Fix Jump-Fly Shortcut
10795	Fix Stragglers
17214	Fizz\'s Female Head Preset for Human-Elf-HalfElf-Drow-Tiefling 2.0
17357	Flame Blade and Shadow Blade VFX Replacers
19763	Florrick Is Not Dumb
3816	Flower Power Dyes
12523	FoeBane
3460	Followers of Zerthimon - Githzerai
13812	Francesca\'s Journal - Wyll Cinematic Universe Mod 2 (WCU)
18642	Full Restore Fix
12135	Full Roster Of Gith - Subrace Framework
17193	Gale Dialogue Delayed - A Companion Immersion Mod - (AKA Gale is NOT Anders)
16205	Gale\'s Beating And Glowing Orb
20262	Garb of the Ghustil
10893	Gear Revised Footwear
13925	Gear Revised Rings
10984	Gear Revised Shields
14727	Ghaikskin Knight Armor
5895	Ghastly Ghouls - Playable Undead Race
15707	Ghastly Ghouls Addon - Banshee Subrace
15659	Ghoul Touch Weaponry - Necrotic Weapons
5317	Ghouls Custom Piercings
2409	Ghouls Customization Compendium - Custom Heads Horns and Beards
11487	Gifts of the Absolute - Branded Equipment
17647	Githyanki Frog Eyes
13920	Githyanki Psionics
22810	Give Tav Their Title
16855	Glow Ink - Body Tattoo - Clawstep - Dragonborn CC
18516	Goblin Leaders\' New Look
433	Gods Extra - allows all races and classes to choose a God
6130	Goggles (with Variants)
12093	Gold Weights Nothing
17654	Goon\'s Barbarian Overhaul
17658	Goon\'s Bard Overhaul
17471	Goon\'s Cleric Overhaul
14396	Goon\'s Companion Protection
17320	Goon\'s Condition and Surface Overhaul
23439	Goon\'s Inheritance Fixes
17535	Goon\'s Paladin Overhaul
12834	Goon\'s Passive Library
17612	Goon\'s Rogue Overhaul
17963	Goon\'s Slayer Overhaul
17659	Goon\'s Wizard Overhaul
17704	Grimoire Familiar
14863	Grit and Glory - Injuries Exhaustion and Madness - MCM
23236	Guardian of Faith Fixes
4895	HGY Heads
7524	HGY Heads for Shorties
13975	Half Light Voicelines for Durge Voice 5
2538	Half-Tiefs (Tiefling Horns and Tail for All)
8871	Half-Tiefs - Flora and Fauna (Custom Horn Pack)
17838	Hallowleafs in Camp
17355	Halsin\'s Gift - Wooden Duck Earrings
15391	Hardcore Healing Potions
12650	Harmony Habiliment
13337	Hats of Power
22716	Head VFX Universal Automatic Patcher (UAP)
6345	Helm\'s Armory - Shield and Longsword for Paladin Cleric
10196	Hexcraft - Wizard Subclass
7859	Hierophant - Wizard Subclass
22898	Hit Dice RAW
7818	Holy Avenger - DND 5E
473	Homebrew Spells
20299	Homebrew Wild Magic (for Sorcerer and Barbarian)
293	Honey\'s Hair Kitchen (WIP)
20291	Hope Once More - Hope as an Endgame Ally
7899	Hornology - A Custom Horns Mod
7717	Horns of Plenty
22317	Hunted - Dynamic Ambushes and Revenge System
17906	HybridUI
22655	Hypnotic Gaze Breaks Concentration
18294	I See A Red Wraith and I Want It Painted Black
23214	I\'m on Your Side - Mayrina Dialogue Tweak
3346	Icon and Race Patches for Tav\'s Hair Salon
4216	Icons for Modded Subclasses
22731	If Fate Chose Differently - Wyll Pact Points Overhaul (WCU Mod 4)
14860	Illithid Emporium
16671	Illithid Powers Consolidated (compatible with IPO2)
5105	Illithid Powers Overhaul 2
19337	Immersive Character Lighting
6878	Immersive Dice Roll
16649	ImpUI_P8_Fork (ImprovedUI)
23686	Improved Equip Menu
12916	Improved Unholy Smite for Oathbreakers
8091	Increased throw weight and range from enlarge
9603	Increasingly Likely Wild Magic Surge
16773	Inferna Victoria - Raphael\'s Regal Redesign
1247	Initiative Variants
8931	Inquisition Domain Cleric Subclass
18318	Inquisitor Class
8903	Invisibility Rules - Movement Line Fix
15872	Invocations Expanded - Patch 8 Update
16493	Iron Throne Rescue Extended
22691	Isobel Edits - Child of Reithwin
4706	Izzli\'s Pigments and Tinctures
9119	JWL Discordant Instruments - New Equipment Slot
8237	JWL Fix for Cerys and Zevlor with Minthara in Act 2-3
6571	Jergal Deity
4163	Jerinski\'s Alt Hairs
3695	Jerinski\'s Heads for the Short Lads
4648	Jerinski\'s Masc Gith Heads
8212	Jerinski\'s Masc Gith Heads - for Undead Race
16040	Justice For Nessa
16935	Justice For Wraithwyn - Wearable Moonlanterns And Better Shadow Lantern Wraith
17443	Kai\'s Overhauled Appearance Interface aka KaiLimeUI
7853	Kar\'niss
8636	Karlach\'s Glowing Horns
18727	Ketheric Thorm\'s New Look
19404	Ketheric\'s Warhammer - Now With More Myrkul
22427	Kikyo\'s Mountain Pass Camp Overhaul
21602	Kikyo\'s Wilderness Camp Overhaul
11052	Kirby\'s Hair Pack
8208	Knights and Dames
9479	Koralina\'s Aesthetics - Head Collection
19290	Korilla and Hope Edits - A Family in Flames
8681	Kylin\'s Horns
9607	Kylin\'s Piercings
15934	LIFELIKE - Skin Tone Expansion
17523	Lae\'zel Kiss Dialogue
17304	Lae\'zel vs Shadowheart fight bug fix
13377	Lagardia\'s Arcane Head Presets
2630	Lara Croft Hairstyle ( Ponytail )
4711	Lathander\'s Armory - Shields Armour Books - Cleric Paladin
9746	Less Crowd Characters
1058	Less Wrinkled Expression and Forehead for Face
15125	Lesser Restoration - Assorted Bug Fixes
18702	Life Drain Spell (Larloch\'s Minor Drain)
8976	Listonomicon - A BG3 Wabbajack Overhaul Modlist
15237	Listonomicon Again
6202	Lolth-Sworn Drow Any Deity
12412	Lolth\'s Revered
5705	Long Flowery Hair
18008	Lord Enver Gortash Redone - The Black Hand of Bane
16546	Lost Shipment - Equipment for Clawstep
470	Loulette Heads
5653	Luminous Hellrider\'s Belligerent Bracers
22760	Luna Head Preset New
5706	Lydia\'s Heads
13006	Lydia\'s Heads Patches for Elemental Power Genasi
20507	Lyn\'s Cloak Pack 2 - Capes and Cloaks for Tall Races
18940	MAAM - Mamzell Amira Assorted Merchandise
21648	MMM- Muddy Made Managable
8089	Mage Armour - Quality of Life
14698	Mantis\' Arcane Inspired Preset Collection
13157	Mantle of Holy Light - New Unique Cloak
11639	Many More Monsters
19681	Marching Band - Perform while moving
17318	Marcus Filgor Edits - The Betrayer
15396	Markoheshkir Expanded
19276	Maybe it\'s natural maybe it\'s Poesielibre - Additional natural hair colors
23194	Mazzle\'s Group Climbing Fix
11854	Mesmerist - Pathfinder 1e Class Conversion
17333	Mighty Impel Anytime
17578	Minthara Oathbreaker Dialog
15522	Minthara\'s Alurlssrin
15597	Minthara\'s Poison Kiss
17444	Minthara\'s Weaknesses - Astarion Minthara Banter Restored
22584	Miria Head Preset
226	Misc mods
17359	Missed Connections - Shadowheart - Truly Connect
20901	Mithridatism - poison resistance for Minthara
22744	Mizora always joins Gather Your Allies
16825	Mizora\'s Human Form Restored
22520	Mizora\'s Milk (reward for killing Karlach
17046	Mizora\'s Rewards - More Warlock Invocations
9162	Mod Configuration Menu
22487	Mogris\'s Disciple - Dark Fantasy Hag Mod with Tactical Combat  and Alchemy
1411	Monk 5e Adjustments
11971	Monkey\'s Paw Sweater
18524	Moonlight Horn Collection
18961	Moonrise Towers\' New Look
22963	Mordenkainen Presents - Lizardfolk
14885	Mordenkainen\'s Tome of Tieflings
18033	More Better Scimitars
23227	More Camp Idles For Karlach and Shadowheart
6992	More Camp Idles For Wyll And Astarion
16748	More Firewine Kobolds
12711	More Helmets by Guigodead
10025	More Mimics
8689	More Piercing Combos
3608	More Prominent Scars for Shadowheart
5447	More Reactive Companions
14913	More Weapons by Guigodead
2022	More Wild Magic effects
6396	More beards
7718	Mori\'s Astral Elves
13867	Mori\'s Astral Elves - Patch 7 Fix
18566	Motivator Deactivation - Bonus Action
18908	Mourning Frost Tweaks
10209	Multiclass Preferred Casting Ability Fix
13979	Muscular Passive (Feat)
7252	Mushroom Hat
16765	Mycellia\'s backpack
16198	Myky\'s Hairstyles
11274	Myky\'s Heads
5906	Myrkul Deity (With Restored Cut Dialogue)
6126	Myshka Comes To Camp
1787	Mysterious Artifact Dice - Larian and custom textures - numbered and non numbered
19570	NPC Redesign -  Zhentarim Hideout by AzazeL
17268	NPC Redesign - Vampire Spawns by AzazeL (WIP)
19170	NPC Redesign - Waukeen\'s Rest by AzazeL
11373	NPC Visual Overhaul (WIP) - NPC VO
945	Native Camera Tweaks
944	Native Mod Loader
12666	Necromancy Heals Undead
18790	Necrotic Armament and Curios
4507	Neon\'s Assorted Hairs
13560	New CC Colors for Lae\'zel by AzazeL (Patch 7)
6152	New CC Head Presets
13401	New dialogues notifications (topical greetings)
2072	New eye colours (and blindness for all eyes)
15443	Night Domain Cleric Subclass
22156	Nightwarden Minthara
1997	No Character Creation Music
13054	No Crest for Dragonborn - Toolkit
12906	No Free NPC Heals
17766	No More Sorcerous Sundries Magic Show
2631	OIO - Overexplained Interaction Options
6493	Oath Framework
13147	Oath of Conquest - Paladin Subclass
6598	Oath of the Bleak Walkers Paladin Subclass
19534	Oath of the Moon - Paladin Subclass. Selune-inspired oath.
3940	Object Character Support
21920	One Feels So Exposed - a Raphael redressing mod
12070	OneDnD - Eldritch Knight - War Magic and Improved War Magic PHB 2024
10160	Onyx Eye Collection
20583	Origin Gods SE - MCM
18665	Orin\'s New Look
4107	Orin\'s True Bossfight
3957	Out Damned Spot - ritual blood circle removal
13220	Owlbear Cub Permanent Aggression Fix on Honor Ruleset
340	P4 Custom Tattoo and Makeup Colours
11998	P4 Draconic Bloodline
2981	P4 Dragonborn Scale Colours
15367	PF2e Spells Updated and Reduced
14851	PK Horns 2
10897	PRETTY BOYS by cedastarions
6001	Pact of the Shroud
19523	Passive Boost Deduplicator
353	Patches for CC Mods (Races Hairs Heads Cosmetic and such)
9164	Path Of Undeath
20482	Path of Ginnungagap - Barbarian Subclass
21050	Path of the Lightning Vessel Barbarian
16597	Path of the Righteous
10761	Pearl - Seadragon - Dragonborn CC pack
8388	Permanent Passives
2987	Phalar Aluve - Legendary
2001	Piercing Edits
22642	Planar Equality
21382	Playable Shadar-kai
15036	Poesielibre\'s Dark Urge Scale Collection
11253	Poesielibre\'s Fair Eye Colors
19556	Poesielibre\'s Fantastical Hairstyles
10412	Poesielibre\'s Githyanki Head Trio
10002	Ponytail Hairstyles
15563	Porcelain Masks
2413	Pretty Font Project
20193	Progression Preview - Full Class Progressions Shown Ingame
18684	Protection and Great Weapon Fighting PHB2024
14476	Psychic Armory
7329	Psychotter\'s Goth Dyes
15717	Quill to Pearl - NPC Dragonborn replacer
22551	Race CC Universal Automatic Patcher (UAP)
11472	Racial Height Variation
20546	Radiant Threads
14695	Raphael Bed Story
17508	Raphael Restored - Last Light Fixes
19195	Raven Witch Feathered Dress Outfit
13455	Reaction Points on Hotbar
5518	Rebalance - Level 6 Spells
19021	Records - A Party Statistics Tracker
18255	Recruit Karlach Earlier
17236	Red Dyes of Thay
7034	Reduce NPC Banter Repetitiveness
10343	Reforged  Head - Dragonborn CC pack
13313	Reforged Assets - Dark Urge Dragonborn CC
13314	Reforged Assets DMH- Dark Urge Dragonborn CC
13651	Reforged Assets Pearl - Dark Urge Dragonborn CC
13545	Reforged Assets Vexa - Dark Urge Dragonborn CC
16056	Remove Swarmkeeper VFX
17297	Restore more than 4500 broken approvals
15106	Retro JRPG Dice
15789	Ring of Feywild Sparks Rework - Wild Magic Sorcerer
20932	Ring of Viciousness (Critical Ring)
17422	Robe of Vecna ReAwakened
4143	Robes and Armor of the Absolute - Nere Z\'rell and The Warden
18563	Rolan - Arcane Inheritor Restyled
23089	Role-Play Partial Rest
12547	Rox\'s Vivid Aquarelle eyes
17399	Rugan Restored - A Sweet Sight
16334	Ryujin Jakka
20302	School of Death - Wizard Subclass
3423	Scratch and Shovel
13324	Seadragon Assets - Dragonborn CC
13660	Seadragon Assets DMH - Dragonborn CC
13661	Seadragon Assets Rathgor - Dragonborn CC
13659	Seadragon Assets Vexa - Dragonborn CC
19216	Seam Mender - Dragonborn Texture fix
19179	Second Chance - New Dark Urge Reward
23730	Selune\'s Tears - Harper Geraldus as an Endgame Summon
8296	Serpentine Modifications
15855	Shadow Magic Expanded - Umbral Form
17569	Shadow and Stone - Custom encounter
21060	Shadowheart\'s Nightly Hairdo
13051	ShanesUniqueHeads
6198	Shar Deity (With Restored Cut Dialogue)
23041	Sheltering Steel - Heavy Armors for Act I
21056	Shield Spell Reaction Fix
16412	Shields of the Fallen
5926	Short Flowery Hair
12649	Show me my Dream Guardian
6591	Silvanus Deity
5743	Silver\'s Hair Pack
7160	Silver\'s Hair Pack 2
23668	Simple Fast Forward
6795	Simple Hairstyles
6183	Sit This One Out 2
17772	Sit With Astarion
16665	Skip Intro
14473	Skybound Wings - Primal Pack - Dragonborn CC
13525	Slayer Assets - Dark Urge Dragonborn CC
13530	Slayer Assets DMH - Dark Urge Dragonborn CC
13622	Slayer Assets Pearl - Dark Urge Dragonborn CC
13538	Slayer Assets Rathgor - Dark Urge Dragonborn CC
5673	Slightly Better Dyeing (with all dye mods support)
1722	Slightly Better Split Item Menu
2790	Slightly Better Topbar
11014	Slower Rosymorn Monastery Lift
5899	Smart Autosaving
14258	Snowlight Conclave Ranger
18649	Some Neat Amazing Crossbows - SNAC
6589	Some New Horns
5930	Soul Coin Tweaks
2999	Sparrow\'s Gilded Dragonscales (New Dragonborn Scale Colours)
22412	Speak With Dead Always Highlights Corpses
7733	Spectacular Ensemble - Bard outfit for all bodies
21017	Spell List Customization Framework
9608	Spell List Sorter
11291	Spells Extra - DND 5E Library
20688	Spells Reworked - Hex and Hunter\'s Mark
20480	Spells Reworked - Light and Daylight
18441	Spells of Exandria
7037	Spirited Seasons - Playable Fey Eladrin
19463	Spooky scary skeleton costumes (halloween themed)
4018	Spore Druid Extra Attack
21637	Star Druid Tweaks
12052	Start with Oathbreaker Unlocked
9808	StatueBlessFix
20205	Stealable Potion of Everlasting Vigour
13364	Steel Watch Armaments
17485	Stomp that Tadpole
14661	Stop accidentally dating Gale
17125	Strong Ladies head presets
18758	Style N Dye
20274	Sunlight Sensitivity - DND 5E - Drow and Duergar
23050	Sword of Justice Upgradable
8700	Sword of the Emperor Enhanced
13491	Sword of the Rising Dawn - Lathander-themed Finesse Long sword
17880	Tabatha Eyes
2162	Tadpole Dialogue Without Resting
6545	Tag Framework
23359	Target_Dig Compatibility patch
213	Tav\'s Hair Salon
15423	Telekinetic Thrust - New Cantrip
7156	Tepkunset Hair Collection
18949	Tharchiate Ascendency
12689	The Burning Earth
11561	The Celestial - Warlock Subclass
2119	The Debug Book
12601	The Eye of Vecna
19383	The Guild\'s New Look
12600	The Hand of Vecna
10084	The Lads Head Presets
11251	The Lasses Head Presets by cedastarions
23169	The Paragon
17573	The Zhentarim Redone - The Black Company
15760	Tides of Chaos DnD 5R PHB2024 - Wild Magic Sorcerer
20766	ToggleFX - MCM
4030	Topple the Weave - The Death of Volothamp Geddarm
2082	Trade With Anyone
2458	Trade with Withers - Fully modular and customizable treasure tables
23574	Trickster Thalia Head Preset
4752	Trips\' Old Shader Pack
19693	UA Fighting Styles
507	UA6 Cunning Strike and Swashbuckler
16906	Ulder Ravengard Redone - Grand Marshall of the Gate
15535	Ultimate NPC Stat Overhaul
16776	UnWashed Aesthetics
2837	Unarmored Defence Synergy
16842	Undead Items Improved - Ring of Exalted Marrow. Second Marriage. Circle of Bones.
15033	Undead Thralls Fix
18330	Underbrows
15366	Unholy Smite for Oathbreakers
13193	Universal Feat Every X Level(s) - MCM
5036	Use Best Sleight of Hand
2171	Use Highest Modifier in dialogue
11061	Utut\'s Core Library
3888	VFX Library by Shivero
7633	VFX Vault by Shivero (Part 2)
5946	VIVIDS - Makeup Lip and Tattoo Color Collection
11211	VLAAKITH\'S CHOSEN Head Presets by cedastarions
5920	Valkrana\'s Skeletal Challenge - Difficulty Mod
4496	Valkrana\'s Skeleton Crew - Random Undead and Feat
5808	Valkrana\'s Skeleton Emporium - 40 New Animate Dead Options
1258	Valkrana\'s Spellbook - 12 New Necromancy Spells
9024	Valkrana\'s Undead Encounters - New Bosses Fights Items and Allies
13937	Various NPCs Restyled
2226	Vemperen\'s Other Heads Repaired
17864	Vera The Alchemist (Quest) Adds New Flask Weapons
1420	Vessnelle\'s Hair Collection
13591	Vest of Investiture
11622	Vexa - Dark Urge Slayer Dragonborn CC pack
19582	Viconia Consistency
11620	Viour\'s Medieval Makeup Pack - Eye Makeup Replacer
1820	Vlad\'s Grimoire - Spell VFX Library
7676	Volition Cabinet
781	WASD Character Movement
20584	Wand of Wonder
5822	War Caster (2014 and UA2)
11239	Warlock Spell List Fixer
18406	Warrior of the Elements Monk PHB2024 DnD 5R
18548	Waterproof Shadowheart
21534	Way of Shadow Revised - Katanas
17050	Waypoints Expanded
18691	Weapon Earrings
4521	Whispers of the Guardian - Dragonborn Guardian
2967	Wild Magic D100 Table
14228	Wild Magic Subclass - Additional Spells
23323	Wye Fey Potions
14566	Wyllzel Flirty Banter Restored - Wyll Cinematic Universe Mod 3 (WCU)
12445	Yet More Scales
4913	Yield to Temptation - Tutorial Chest Anti-Cheat
4213	Yogurt Heads - Half Orc and Elf Presets
1972	Younger Body Jaheira
1035	Younger Jaheira
18567	Z\'rell Ogre Execution Restored
19530	Zethino Love Test Buff Fix
13881	hijimare hairs
4618	more dreadlocs and curly hairstyles
